ÐòºÅ,dV_dDist
1,0.003363509
2,0.021529403
3,0.021529403
4,0.025281101
5,0.032164512
6,0.037401189
7,0.043717498
8,0.043717498
9,0.045421415
10,0.045421415
11,0.055340704
12,0.056433097
13,0.056433097
14,0.057253847
15,0.057263425
16,0.057263425
17,0.057762614
18,0.062598587
19,0.073331035
20,0.074173774
21,0.076906848
22,0.076906848
23,0.087776972
24,0.090747846
25,0.090747846
26,0.091079183
27,0.098693564
28,0.10355336
29,0.10355336
30,0.103840885
31,0.123033912
32,0.123351152
33,0.123351152
34,0.132006953
35,0.136660944
36,0.136660944
37,0.137435232
38,0.139718987
39,0.139801305
40,0.14371259
41,0.14371259
42,0.147350556
43,0.156700956
44,0.158971615
45,0.1611948
46,0.1611948
47,0.169361203
48,0.189107136
49,0.189107136
50,0.19379661
51,0.204568631
52,0.204568631
53,0.215828766
54,0.215828766
55,0.2159595
56,0.2159595
57,0.2239187
58,0.224237655
59,0.224237655
60,0.226942794
61,0.233919794
62,0.246489763
63,0.259752682
64,0.259752682
65,0.264841553
66,0.264841553
67,0.269900565
68,0.269900565
69,0.271862943
70,0.274348262
71,0.301878804
72,0.301878804
73,0.302615697
74,0.304467446
75,0.304467446
76,0.326001146
77,0.334712302
78,0.334712302
79,0.357455926
80,0.358539316
81,0.368982856
82,0.368982856
83,0.371475457
84,0.388863687
85,0.388863687
86,0.389226289
87,0.389226289
88,0.405496133
89,0.405496133
90,0.407969447
91,0.407969447
92,0.409367072
93,0.412997517
94,0.421350237
95,0.425534239
96,0.425534239
97,0.432322371
98,0.432322371
99,0.443359964
100,0.444602698
101,0.446359133
102,0.446991425
103,0.446991425
104,0.460690061
105,0.477260079
106,0.477784716
107,0.477784716
108,0.478605719
109,0.495856581
110,0.500000274
111,0.500000274
112,0.503187522
113,0.511940442
114,0.517676757
115,0.51956365
116,0.51956365
117,0.521270218
118,0.521270218
119,0.53145819
120,0.533333303
121,0.542162228
122,0.542162228
123,0.54245307
124,0.54245307
125,0.548388126
126,0.548388126
127,0.555667665
128,0.562350768
129,0.566591754
130,0.566591754
131,0.567654278
132,0.567654278
133,0.581430241
134,0.582587271
135,0.583561808
136,0.588439285
137,0.588439285
138,0.601789042
139,0.603211701
140,0.606865769
141,0.61204792
142,0.61204792
143,0.618132074
144,0.618132074
145,0.629936846
146,0.629936846
147,0.630765172
148,0.631100803
149,0.635266332
150,0.637656295
151,0.641087312
152,0.651812729
153,0.653207584
154,0.659512091
155,0.6605148
156,0.6605148
157,0.681794568
158,0.687874659
159,0.691849395
160,0.693221471
161,0.693221471
162,0.697562869
163,0.701075416
164,0.701075416
165,0.703936011
166,0.703936011
167,0.704775918
168,0.705038885
169,0.715010587
170,0.715010587
171,0.725562535
172,0.732450625
173,0.747822939
174,0.747822939
175,0.764073533
176,0.776472741
177,0.776472741
178,0.776998714
179,0.776998714
180,0.782797539
181,0.782797539
182,0.789181814
183,0.789181814
184,0.796532857
185,0.799234017
186,0.812702621
187,0.812702621
188,0.820942415
189,0.820942415
190,0.821609346
191,0.827764724
192,0.830981237
193,0.836301071
194,0.837963447
195,0.837963447
196,0.838935159
197,0.853629176
198,0.853629176
199,0.861175263
200,0.864134092
201,0.864134092
202,0.869240048
203,0.869240048
204,0.869343674
205,0.869343674
206,0.869971226
207,0.869971226
208,0.877536526
209,0.877536526
210,0.881519898
211,0.887220464
212,0.887220464
213,0.887666675
214,0.891289958
215,0.891289958
216,0.894260061
217,0.894260061
218,0.9020403
219,0.9020403
220,0.902250001
221,0.904588822
222,0.904588822
223,0.906944362
224,0.918799116
225,0.920229437
226,0.920229437
227,0.922312861
228,0.924651294
229,0.924651294
230,0.930702947
231,0.938762876
232,0.951604804
233,0.952262048
234,0.952262048
235,0.958793594
236,0.961589462
237,0.961589462
238,0.966081659
239,0.982366966
240,0.983487435
241,0.987959516
242,0.996756781
243,0.996756781
244,1.010606679
245,1.011452157
246,1.020070293
247,1.021373143
248,1.037803625
249,1.046393042
250,1.046393042
251,1.060273512
252,1.078072745
253,1.078072745
254,1.078606705
255,1.086724329
256,1.086724329
257,1.088414821
258,1.089609834
259,1.092399789
260,1.109929277
261,1.112011256
262,1.127049651
263,1.127049651
264,1.127055258
265,1.127055258
266,1.142065069
267,1.142065069
268,1.144256453
269,1.144256453
270,1.14948279
271,1.160967055
272,1.167051261
273,1.181122268
274,1.181122268
275,1.181300613
276,1.181300613
277,1.184218923
278,1.184218923
279,1.197442798
280,1.197442798
281,1.217391827
282,1.217391827
283,1.220925461
284,1.22174025
285,1.221966613
286,1.221966613
287,1.22469185
288,1.235887012
289,1.240560697
290,1.254089998
291,1.254089998
292,1.254419412
293,1.258412069
294,1.25856138
295,1.266021716
296,1.266021716
297,1.273578125
298,1.273578125
299,1.276266446
300,1.290206124
301,1.290206124
302,1.290631855
303,1.291296974
304,1.3008475
305,1.306700191
306,1.306700191
307,1.310293553
308,1.310293553
309,1.342621305
310,1.342621305
311,1.342725241
312,1.342725241
313,1.346881686
314,1.351731396
315,1.36177944
316,1.36177944
317,1.366175318
318,1.383244256
319,1.383244256
320,1.384737967
321,1.388604077
322,1.389376971
323,1.400398419
324,1.400398419
325,1.408991079
326,1.414847758
327,1.414847758
328,1.41899056
329,1.41899056
330,1.427279199
331,1.427279199
332,1.428615965
333,1.429833688
334,1.432043325
335,1.432909776
336,1.433924585
337,1.433924585
338,1.449266544
339,1.449266544
340,1.454922213
341,1.458299358
342,1.458520663
343,1.458703057
344,1.458703057
345,1.458914952
346,1.458914952
347,1.473777515
348,1.486780326
349,1.486843649
350,1.490576664
351,1.492911082
352,1.505399404
353,1.515528902
354,1.515528902
355,1.520396489
356,1.524242317
357,1.529487709
358,1.529487709
359,1.54195712
360,1.543592771
361,1.543592771
362,1.544640491
363,1.549347933
364,1.551771989
365,1.551771989
366,1.564514464
367,1.565440013
368,1.577856801
369,1.58110253
370,1.58110253
371,1.585673752
372,1.585673752
373,1.60468964
374,1.60468964
375,1.613725231
376,1.613725231
377,1.616683715
378,1.633825609
379,1.654393897
380,1.66789522
381,1.676687944
382,1.676687944
383,1.701032149
384,1.710940172
385,1.710940172
386,1.714403366
387,1.714403366
388,1.715174478
389,1.715174478
390,1.723113654
391,1.723113654
392,1.730508447
393,1.741926655
394,1.747878811
395,1.747878811
396,1.762483233
397,1.765034805
398,1.780647119
399,1.780647119
400,1.783726195
401,1.796447857
402,1.796447857
403,1.797680849
404,1.799275113
405,1.818506186
406,1.818506186
407,1.836367253
408,1.836367253
409,1.839029154
410,1.85239674
411,1.85239674
412,1.860399523
413,1.860490141
414,1.862567553
415,1.863798827
416,1.864270859
417,1.877455803
418,1.878138923
419,1.878138923
420,1.878642355
421,1.881218801
422,1.88191378
423,1.888783823
424,1.888783823
425,1.896504388
426,1.896739
427,1.90222889
428,1.90222889
429,1.904265421
430,1.904265421
431,1.908475782
432,1.908475782
433,1.909003104
434,1.909784437
435,1.909784437
436,1.920155069
437,1.920344657
438,1.920344657
439,1.930442465
440,1.930695586
441,1.968969687
442,1.982405516
443,1.982405516
444,1.983135413
445,1.983135413
446,1.992656543
447,1.995361621
448,1.995361621
449,2.025091924
450,2.025091924
451,2.037902744
452,2.037902744
453,2.038226012
454,2.056417226
455,2.056417226
456,2.061585506
457,2.061585506
458,2.064507265
459,2.090568459
460,2.090568459
461,2.091054145
462,2.091818205
463,2.091872134
464,2.100427208
465,2.100427208
466,2.108351008
467,2.11062587
468,2.11166547
469,2.135824211
470,2.147602714
471,2.16119375
472,2.173438644
473,2.185873483
474,2.200555081
475,2.200555081
476,2.202158167
477,2.202704251
478,2.202721077
479,2.224759207
480,2.227182123
481,2.232083473
482,2.2356741
483,2.239024714
484,2.239024714
485,2.241872367
486,2.247331434
487,2.250489982
488,2.250489982
489,2.260861222
490,2.260861222
491,2.264386945
492,2.264386945
493,2.267128332
494,2.267128332
495,2.270590224
496,2.270590224
497,2.281385866
498,2.318947045
499,2.322057635
500,2.322424638
501,2.322424638
502,2.323125917
503,2.330179589
504,2.330179589
505,2.33426881
506,2.343832077
507,2.351382957
508,2.351382957
509,2.361506092
510,2.361506092
511,2.388040536
512,2.390459834
513,2.391395196
514,2.395828753
515,2.399448042
516,2.399448042
517,2.409208657
518,2.409208657
519,2.421952283
520,2.433635706
521,2.43443012
522,2.441510472
523,2.441510472
524,2.466417576
525,2.466440145
526,2.468047347
527,2.468047347
528,2.492558687
529,2.493575491
530,2.493575491
531,2.502390287
532,2.502434859
533,2.502434859
534,2.504195586
535,2.504195586
536,2.506589517
537,2.507695612
538,2.518522174
539,2.518522174
540,2.519751455
541,2.519751455
542,2.535955791
543,2.535955791
544,2.536225429
545,2.536225429
546,2.54564983
547,2.54564983
548,2.55415347
549,2.556087692
550,2.564037453
551,2.579849387
552,2.579849387
553,2.594107107
554,2.612734017
555,2.618149329
556,2.627933792
557,2.64210604
558,2.64210604
559,2.644893497
560,2.660959877
561,2.663654873
562,2.670832179
563,2.696542838
564,2.70383223
565,2.705785816
566,2.706824849
567,2.706824849
568,2.709250363
569,2.709250363
570,2.720218654
571,2.720720614
572,2.725427705
573,2.730246676
574,2.744823703
575,2.744823703
576,2.777131199
577,2.784631299
578,2.784631299
579,2.799825913
580,2.799825913
581,2.799979627
582,2.800760637
583,2.801388215
584,2.803963128
585,2.808277453
586,2.808277453
587,2.819872465
588,2.837213071
589,2.856910302
590,2.891842036
591,2.891842036
592,2.893839381
593,2.893839381
594,2.910433706
595,2.910433706
596,2.914997803
597,2.914997803
598,2.925574879
599,2.928677781
600,2.928677781
601,2.931082991
602,2.935359912
603,2.936620194
604,2.936620194
605,2.951481807
606,2.957123358
607,2.957123358
608,2.974007762
609,2.975116808
610,2.975760615
611,2.978747657
612,2.978747657
613,2.982743897
614,2.983949281
615,2.986260211
616,2.990786618
617,2.990786618
618,2.99357231
619,3.00479734
620,3.00479734
621,3.0050754
622,3.005691778
623,3.005691778
624,3.011751196
625,3.011751196
626,3.019452265
627,3.047742426
628,3.047742426
629,3.050048049
630,3.068116132
631,3.077927836
632,3.0911928
633,3.091338285
634,3.091338285
635,3.097608007
636,3.101994307
637,3.105284996
638,3.109320931
639,3.109320931
640,3.131304585
641,3.135792063
642,3.144747922
643,3.144747922
644,3.151059221
645,3.177439605
646,3.192807468
647,3.192807468
648,3.200001042
649,3.200001042
650,3.201758321
651,3.201758321
652,3.208822284
653,3.208822284
654,3.21139403
655,3.223158881
656,3.223158881
657,3.232601044
658,3.23439599
659,3.23439599
660,3.242441449
661,3.247459152
662,3.248293717
663,3.248293717
664,3.252963793
665,3.252963793
666,3.253804022
667,3.253804022
668,3.254597398
669,3.254597398
670,3.267150922
671,3.27138604
672,3.27138604
673,3.278530352
674,3.2852413
675,3.286057443
676,3.289575863
677,3.316096308
678,3.326339954
679,3.353409983
680,3.353409983
681,3.364476282
682,3.366080784
683,3.369929996
684,3.371684788
685,3.376437244
686,3.386952141
687,3.386952141
688,3.427197107
689,3.443479593
690,3.462387097
691,3.462387097
692,3.478916501
693,3.528861887
694,3.551395056
695,3.558521595
696,3.56743158
697,3.573823
698,3.573823
699,3.577598488
700,3.577598488
701,3.587311932
702,3.611412316
703,3.611412316
704,3.656087868
705,3.682812058
706,3.682812058
707,3.693143544
708,3.693143544
709,3.695659444
710,3.69793236
711,3.69793236
712,3.767379794
713,3.791734232
714,3.795051682
715,3.795051682
716,3.802948152
717,3.832573674
718,3.833919043
719,3.838508057
720,3.839542186
721,3.840900068
722,3.840900068
723,3.85432245
724,3.85432245
725,3.855873676
726,3.865088389
727,3.8783541
728,3.8783541
729,3.897799798
730,3.914229407
731,3.922828188
732,3.935485421
733,3.935485421
734,3.971405212
735,3.9891719
736,3.9891719
737,4.023965792
738,4.023965792
739,4.060315199
740,4.062794764
741,4.062794764
742,4.073277409
743,4.073277409
744,4.087116872
745,4.087116872
746,4.115888503
747,4.128221582
748,4.163974271
749,4.182185776
750,4.1822433
751,4.1822433
752,4.184333978
753,4.217367763
754,4.235119486
755,4.235119486
756,4.237957934
757,4.237957934
758,4.243808325
759,4.243808325
760,4.2471171
761,4.2471171
762,4.268263504
763,4.279332814
764,4.279332814
765,4.283673608
766,4.288444441
767,4.306448375
768,4.306448375
769,4.311213137
770,4.316252129
771,4.342559876
772,4.400915789
773,4.433203044
774,4.461574855
775,4.461574855
776,4.477215318
777,4.477215318
778,4.482940758
779,4.482940758
780,4.483033663
781,4.489800343
782,4.489800343
783,4.498235053
784,4.504745351
785,4.518086666
786,4.558443247
787,4.558443247
788,4.570132915
789,4.585264849
790,4.585264849
791,4.587357919
792,4.605377382
793,4.605377382
794,4.619446278
795,4.627727261
796,4.630446574
797,4.690148671
798,4.738849386
799,4.74181066
800,4.7449869
801,4.763967486
802,4.8367739
803,4.8367739
804,4.849432218
805,4.849432218
806,4.874051906
807,4.874051906
808,4.915429878
809,4.924513765
810,4.9383401
811,4.941022056
812,4.959594035
813,4.965437362
814,4.965437362
815,4.966341011
816,4.985213931
817,4.992628258
818,5.001662121
819,5.001662121
820,5.003228088
821,5.024560292
822,5.03824579
823,5.03824579
824,5.05673999
825,5.05673999
826,5.119056757
827,5.139468794
828,5.159140557
829,5.164632658
830,5.16752751
831,5.192405019
832,5.192405019
833,5.223342785
834,5.223342785
835,5.236974305
836,5.236974305
837,5.245447118
838,5.252330072
839,5.252330072
840,5.256377369
841,5.261958735
842,5.281764694
843,5.286957223
844,5.319118332
845,5.319118332
846,5.323955774
847,5.343075925
848,5.35456286
849,5.407703285
850,5.407703285
851,5.454940495
852,5.458366253
853,5.458366253
854,5.463356558
855,5.463356558
856,5.483830886
857,5.483830886
858,5.49187143
859,5.49187143
860,5.530183568
861,5.530183568
862,5.531951389
863,5.531951389
864,5.542338249
865,5.542338249
866,5.547792799
867,5.554668524
868,5.554668524
869,5.571781312
870,5.583245318
871,5.583245318
872,5.589437435
873,5.589437435
874,5.593970643
875,5.64242515
876,5.65596211
877,5.744424633
878,5.744424633
879,5.761208742
880,5.766233035
881,5.802886785
882,5.802886785
883,5.824493681
884,5.864878862
885,5.873602972
886,5.896507473
887,5.896507473
888,5.9546471
889,5.96459815
890,5.989607326
891,5.989607326
892,6.078852013
893,6.129921805
894,6.129921805
895,6.153352411
896,6.177637159
897,6.178883861
898,6.178883861
899,6.203075171
900,6.203075171
901,6.290098121
902,6.290156331
903,6.290156331
904,6.32811674
905,6.32811674
906,6.335174354
907,6.345415128
908,6.375489634
909,6.375489634
910,6.465288595
911,6.465288595
912,6.592684747
913,6.592684747
914,6.73228599
915,6.73228599
916,6.76757843
917,6.859541017
918,6.870146659
919,6.931625378
920,6.931625378
921,7.055682974
922,7.055682974
923,7.06719169
924,7.06719169
925,7.102820102
926,7.134554675
927,7.233796612
928,7.2811366
929,7.2811366
930,7.400832546
931,7.402811535
932,7.452990579
933,7.453013668
934,7.526607912
935,7.548516026
936,7.548516026
937,7.562074079
938,7.603909658
939,7.652856634
940,7.652856634
941,7.686061855
942,7.686061855
943,7.746674159
944,7.746674159
945,7.786025009
946,7.786025009
947,7.830362096
948,7.830362096
949,7.9232215
950,7.9232215
951,8.014557593
952,8.131895017
953,8.225875272
954,8.225875272
955,8.231697316
956,8.316283294
957,8.316283294
958,8.351657682
959,8.351657682
960,8.394658827
961,8.394658827
962,8.469742721
963,8.469742721
964,8.560154681
965,8.56386731
966,8.56386731
967,8.62414442
968,8.62414442
969,8.678558516
970,8.678558516
971,8.687319777
972,8.687319777
973,8.716317448
974,8.716317448
975,8.753823268
976,8.984195981
977,8.984195981
978,9.033288004
979,9.033288004
980,9.301683683
981,9.301683683
982,9.565309713
983,9.565309713
984,9.7972155
985,9.7972155
986,9.917101202
987,9.917101202
988,10.02377599
989,10.1812124
990,10.1812124
991,10.2237701
992,10.417366
993,10.417366
994,10.43649103
995,10.63721455
996,10.63721455
